id_beneficiario,id_projeto,nome,cpf,dt_nascimento,sexo,escolaridade,renda_mensal,faixa_renda,chefe_familia,dt_cadastro
1493,13,Larissa Oliveira,445.980.108-83,2010-02-04,F,Médio,5717.9,De R$ 4.401 a R$ 8.000,S,2020-10-07
1494,13,Ana Nascimento,298.817.967-56,1985-09-21,F,Pós-graduação,3504.15,De R$ 2.641 a R$ 4.400,S,2020-10-22
1495,13,Beatriz Nascimento,710.453.231-98,1960-02-10,F,Fundamental,6598.61,De R$ 4.401 a R$ 8.000,S,2020-07-05
1496,13,Juliana Lima,534.467.662-51,2000-09-14,F,Pós-graduação,1654.28,Até R$ 2.640,N,2020-06-10
1497,13,Juliana Santos,860.897.259-13,1979-01-08,M,Pós-graduação,6893.66,De R$ 4.401 a R$ 8.000,S,2020-08-24
1498,13,Lucas Rodrigues,336.670.606-45,1971-01-17,M,Médio,3405.12,De R$ 2.641 a R$ 4.400,S,2020-08-29
1499,13,Vanessa Silva,522.333.233-26,1967-08-29,F,Fundamental,3904.8,De R$ 2.641 a R$ 4.400,N,2020-07-28
1500,13,Lucas Silva,327.818.827-46,1983-06-03,M,Médio,7660.98,De R$ 4.401 a R$ 8.000,S,2020-06-08
1501,13,Patrícia Rodrigues,677.886.755-67,1961-07-06,F,Pós-graduação,5236.19,De R$ 4.401 a R$ 8.000,N,2020-10-14
1502,13,Vanessa Ferreira,480.391.535-32,1965-10-27,M,Superior,3470.39,De R$ 2.641 a R$ 4.400,N,2020-06-04
1503,13,Juliana Rodrigues,544.102.213-15,1972-04-11,M,Fundamental,6824.75,De R$ 4.401 a R$ 8.000,S,2020-05-17
1504,13,Felipe Alves,335.202.560-61,1978-08-04,F,Fundamental,991.85,Até R$ 2.640,N,2020-06-18
1505,13,Diego Silva,629.199.931-95,1998-01-08,F,Pós-graduação,4517.22,De R$ 4.401 a R$ 8.000,S,2020-06-14
1506,13,Carlos Ferreira,821.162.574-20,2013-03-06,M,Fundamental,1019.47,Até R$ 2.640,N,2020-08-31
1507,13,Camila Lima,440.181.148-46,1969-02-13,F,Superior,2574.82,Até R$ 2.640,N,2020-07-23
1508,13,Lucas Santos,820.301.125-12,1977-11-24,F,Médio,6567.39,De R$ 4.401 a R$ 8.000,N,2020-09-21
1509,13,Camila Costa,820.539.710-42,2007-05-19,F,Fundamental,5669.84,De R$ 4.401 a R$ 8.000,S,2020-06-07
1510,13,Beatriz Lima,721.512.260-66,2010-05-09,F,Pós-graduação,839.36,Até R$ 2.640,N,2020-08-27
1511,13,Vanessa Santos,637.346.950-27,1973-05-11,F,Fundamental,1368.32,Até R$ 2.640,S,2020-05-22
1512,13,Felipe Santos,418.438.741-85,1983-11-12,M,Fundamental,3701.49,De R$ 2.641 a R$ 4.400,S,2020-05-20
1513,13,Camila Santos,358.138.120-93,2000-02-05,F,Médio,5037.3,De R$ 4.401 a R$ 8.000,S,2020-09-29
1514,13,Amanda Lima,783.824.167-50,1984-03-07,M,Fundamental,4934.02,De R$ 4.401 a R$ 8.000,N,2020-10-11
1515,13,Vanessa Souza,762.950.712-73,2014-08-15,F,Pós-graduação,4413.22,De R$ 4.401 a R$ 8.000,S,2020-10-20
1516,13,Vanessa Rodrigues,801.223.933-63,1965-11-03,F,Superior,2230.38,Até R$ 2.640,S,2020-08-21
1517,13,Fernanda Lima,596.393.150-72,1994-04-09,F,Superior,7679.25,De R$ 4.401 a R$ 8.000,S,2020-07-06
1518,13,Felipe Oliveira,315.854.805-75,1975-08-18,F,Fundamental,6287.8,De R$ 4.401 a R$ 8.000,N,2020-05-11
1519,13,Juliana Oliveira,541.968.776-27,1966-01-04,M,Médio,5922.71,De R$ 4.401 a R$ 8.000,N,2020-05-21
1520,13,Diego Oliveira,208.191.520-17,2006-04-03,M,Fundamental,4117.34,De R$ 2.641 a R$ 4.400,N,2020-06-01
1521,13,Maria Lima,478.800.818-88,2008-12-17,F,Médio,7594.74,De R$ 4.401 a R$ 8.000,S,2020-05-29
1522,13,Diego Alves,740.701.396-94,1999-11-15,M,Fundamental,7730.14,De R$ 4.401 a R$ 8.000,N,2020-07-13
1523,13,Lucas Santos,562.464.634-75,1987-04-14,M,Pós-graduação,4652.75,De R$ 4.401 a R$ 8.000,N,2020-08-28
1524,13,João Silva,365.653.147-63,1961-01-12,F,Superior,4681.52,De R$ 4.401 a R$ 8.000,N,2020-10-25
1525,13,Lucas Lima,489.676.187-48,1968-05-28,F,Fundamental,6767.44,De R$ 4.401 a R$ 8.000,S,2020-06-17
1526,13,Vanessa Souza,910.269.714-95,2005-11-01,F,Médio,7215.13,De R$ 4.401 a R$ 8.000,N,2020-08-16
1527,13,Bruno Silva,373.144.702-55,2011-11-28,M,Fundamental,7591.55,De R$ 4.401 a R$ 8.000,N,2020-05-30
1528,13,Marcos Costa,145.606.665-92,2012-02-14,M,Médio,3849.36,De R$ 2.641 a R$ 4.400,N,2020-07-19
1529,13,Amanda Costa,462.209.897-68,2009-08-18,F,Médio,4818.95,De R$ 4.401 a R$ 8.000,N,2020-10-18
1530,13,Felipe Souza,955.724.485-59,1964-01-20,M,Superior,7170.33,De R$ 4.401 a R$ 8.000,N,2020-05-14
1531,13,Pedro Oliveira,166.554.111-29,1983-10-31,F,Fundamental,4062.03,De R$ 2.641 a R$ 4.400,N,2020-06-13
1532,13,Marcos Nascimento,878.348.945-90,1974-05-03,F,Superior,7864.83,De R$ 4.401 a R$ 8.000,S,2020-05-08
1533,13,Ricardo Souza,647.509.645-99,2005-01-30,M,Fundamental,7767.16,De R$ 4.401 a R$ 8.000,N,2020-06-12
1534,13,Fernanda Alves,555.716.689-18,1983-03-12,F,Fundamental,3645.36,De R$ 2.641 a R$ 4.400,S,2020-05-30
1535,13,Carlos Nascimento,874.842.354-55,1986-11-27,M,Médio,1331.74,Até R$ 2.640,N,2020-06-04
1536,13,Felipe Silva,449.291.354-15,1980-11-14,F,Superior,2336.08,Até R$ 2.640,S,2020-08-18
1537,13,Ana Oliveira,468.385.868-48,1989-10-28,F,Médio,6414.26,De R$ 4.401 a R$ 8.000,N,2020-06-08
1538,13,João Lima,813.396.380-13,1968-09-25,F,Pós-graduação,3888.21,De R$ 2.641 a R$ 4.400,S,2020-09-05
1539,13,Maria Alves,229.816.364-86,2003-06-11,M,Fundamental,7255.35,De R$ 4.401 a R$ 8.000,N,2020-09-03
1540,15,Maria Rodrigues,377.523.629-23,1973-01-18,M,Superior,1497.67,Até R$ 2.640,S,2018-09-08
1541,15,Diego Costa,731.779.651-89,1993-10-12,M,Pós-graduação,7619.73,De R$ 4.401 a R$ 8.000,N,2018-08-18
1542,15,Pedro Santos,435.448.702-43,2005-06-17,F,Fundamental,3544.37,De R$ 2.641 a R$ 4.400,S,2018-07-01
1543,15,Lucas Silva,965.803.899-71,1972-02-03,F,Médio,6001.15,De R$ 4.401 a R$ 8.000,N,2018-11-24
1544,15,Maria Rodrigues,180.532.799-17,1963-12-28,M,Pós-graduação,3329.08,De R$ 2.641 a R$ 4.400,S,2018-09-15
1545,15,Fernanda Santos,627.693.366-51,1988-03-15,F,Fundamental,2589.58,Até R$ 2.640,N,2018-10-02
1546,15,Rafael Nascimento,408.926.239-48,1960-09-08,F,Médio,1153.89,Até R$ 2.640,S,2018-08-14
1547,15,Juliana Alves,728.545.541-73,1993-10-05,F,Fundamental,7990.21,De R$ 4.401 a R$ 8.000,N,2018-09-19
1548,15,Pedro Ferreira,533.985.472-72,1983-07-08,F,Superior,1965.17,Até R$ 2.640,S,2018-10-24
1549,15,Pedro Ferreira,326.296.900-74,2000-06-04,M,Pós-graduação,6434.12,De R$ 4.401 a R$ 8.000,S,2018-08-01
1550,15,Patrícia Costa,902.233.974-91,1993-02-24,M,Pós-graduação,2658.24,De R$ 2.641 a R$ 4.400,N,2018-11-26
1551,15,Patrícia Ferreira,718.722.455-39,1985-12-11,M,Fundamental,1190.19,Até R$ 2.640,N,2018-07-11
1552,15,Fernanda Souza,285.880.917-67,1976-10-02,F,Pós-graduação,1652.58,Até R$ 2.640,N,2018-08-18
1553,15,Amanda Nascimento,168.499.128-23,1995-12-30,M,Médio,1767.22,Até R$ 2.640,N,2018-06-25
1554,15,Larissa Souza,646.916.629-91,1968-04-12,F,Fundamental,3482.07,De R$ 2.641 a R$ 4.400,S,2018-10-15
1555,15,Vanessa Alves,505.592.828-73,1961-05-06,M,Médio,1580.1,Até R$ 2.640,S,2018-07-14
1556,15,Marcos Rodrigues,904.113.921-44,2011-11-03,F,Médio,5087.78,De R$ 4.401 a R$ 8.000,N,2018-08-06
1557,15,Felipe Santos,250.847.213-31,1974-09-21,M,Médio,5397.88,De R$ 4.401 a R$ 8.000,N,2018-07-28
1558,15,Felipe Ferreira,813.702.847-59,2002-12-12,M,Pós-graduação,3263.48,De R$ 2.641 a R$ 4.400,N,2018-11-09
1559,15,Juliana Alves,279.417.230-25,1975-02-22,M,Superior,3453.17,De R$ 2.641 a R$ 4.400,N,2018-08-31
1560,15,Felipe Souza,412.768.476-46,1984-01-28,F,Superior,1139.47,Até R$ 2.640,S,2018-07-20
1561,15,Beatriz Oliveira,830.558.392-78,1966-11-18,F,Fundamental,1602.11,Até R$ 2.640,N,2018-09-20
1562,15,Ricardo Souza,760.756.794-31,1995-09-20,F,Médio,6301.93,De R$ 4.401 a R$ 8.000,S,2018-07-19
1563,15,Lucas Santos,586.462.831-11,2009-10-19,M,Fundamental,4680.05,De R$ 4.401 a R$ 8.000,N,2018-08-02
1564,15,Beatriz Silva,495.723.911-39,1963-09-28,F,Médio,2635.5,Até R$ 2.640,N,2018-11-06
1565,15,Ricardo Souza,112.136.978-99,1980-08-01,M,Fundamental,3183.37,De R$ 2.641 a R$ 4.400,N,2018-09-20
1566,15,Larissa Santos,962.535.453-32,2002-07-16,F,Superior,4437.13,De R$ 4.401 a R$ 8.000,N,2018-11-18
1567,15,Felipe Silva,945.644.315-78,1992-03-31,F,Fundamental,2683.9,De R$ 2.641 a R$ 4.400,N,2018-11-01
1568,15,Diego Santos,115.757.802-93,1979-07-05,F,Médio,4042.42,De R$ 2.641 a R$ 4.400,S,2018-07-07
1569,15,Larissa Alves,776.361.995-78,2008-02-22,F,Pós-graduação,4086.75,De R$ 2.641 a R$ 4.400,S,2018-11-23
1570,15,Amanda Rodrigues,692.819.236-71,2013-09-22,M,Superior,1238.63,Até R$ 2.640,N,2018-11-21
1571,15,Ricardo Silva,929.191.982-86,1972-05-03,F,Superior,2627.31,Até R$ 2.640,S,2018-08-07
1572,15,Diego Lima,706.560.266-76,1971-11-10,M,Médio,7312.82,De R$ 4.401 a R$ 8.000,S,2018-07-08
1573,15,Diego Rodrigues,130.501.936-30,1970-02-10,M,Médio,7894.38,De R$ 4.401 a R$ 8.000,S,2018-10-25
1574,15,Lucas Oliveira,224.145.935-24,2009-12-22,M,Médio,7453.69,De R$ 4.401 a R$ 8.000,S,2018-07-14
1575,15,Larissa Costa,572.544.488-24,1960-03-10,M,Fundamental,917.2,Até R$ 2.640,N,2018-09-06
1576,15,Maria Souza,293.481.492-21,1970-12-01,F,Fundamental,880.67,Até R$ 2.640,S,2018-10-19
1577,15,Ricardo Santos,703.622.873-16,1985-12-16,F,Superior,7485.6,De R$ 4.401 a R$ 8.000,N,2018-10-18
1578,15,Pedro Costa,987.702.423-96,1972-05-27,M,Fundamental,2203.91,Até R$ 2.640,S,2018-07-20
1579,15,Patrícia Oliveira,103.478.936-45,1961-07-07,F,Pós-graduação,4090.72,De R$ 2.641 a R$ 4.400,N,2018-06-19
1580,15,João Costa,543.784.499-64,1989-09-24,F,Fundamental,940.73,Até R$ 2.640,S,2018-06-03
1581,15,Pedro Santos,825.192.820-38,1995-04-04,F,Fundamental,7396.21,De R$ 4.401 a R$ 8.000,N,2018-10-16
1582,15,Rafael Nascimento,375.890.733-70,1989-01-22,M,Fundamental,1524.12,Até R$ 2.640,N,2018-10-21
1583,15,Diego Lima,401.667.244-58,1977-06-18,F,Médio,3895.25,De R$ 2.641 a R$ 4.400,N,2018-11-02
1584,15,Larissa Lima,652.543.671-81,2001-03-10,M,Pós-graduação,6451.36,De R$ 4.401 a R$ 8.000,N,2018-11-04
1585,15,Marcos Nascimento,539.284.471-68,1966-07-08,M,Pós-graduação,3421.41,De R$ 2.641 a R$ 4.400,N,2018-06-05
1586,15,Ana Santos,235.541.818-55,2013-05-09,F,Médio,2504.58,Até R$ 2.640,N,2018-06-03
1587,15,Diego Silva,879.685.477-27,1987-02-27,M,Pós-graduação,7840.0,De R$ 4.401 a R$ 8.000,N,2018-08-24
1588,15,Carlos Rodrigues,598.567.397-21,2005-10-18,M,Pós-graduação,3063.35,De R$ 2.641 a R$ 4.400,N,2018-09-06
1589,15,Maria Santos,654.789.916-92,2014-01-07,M,Superior,2131.12,Até R$ 2.640,S,2018-11-02
1590,15,Fernanda Costa,372.281.266-28,2013-02-16,F,Superior,3700.25,De R$ 2.641 a R$ 4.400,S,2018-09-23
1591,15,Juliana Ferreira,372.235.207-80,1964-10-15,F,Superior,6640.37,De R$ 4.401 a R$ 8.000,N,2018-10-02
1592,15,Larissa Oliveira,102.965.691-28,1964-01-26,M,Superior,3096.52,De R$ 2.641 a R$ 4.400,N,2018-05-31
1593,15,João Santos,747.508.324-53,2011-07-17,F,Superior,930.05,Até R$ 2.640,S,2018-09-25
1594,15,Fernanda Souza,967.985.581-32,1975-05-27,M,Superior,2321.16,Até R$ 2.640,N,2018-06-01
1595,15,Larissa Alves,287.264.805-43,1965-03-29,F,Médio,1440.51,Até R$ 2.640,S,2018-07-04
1596,15,Diego Ferreira,106.593.167-17,1997-08-26,F,Fundamental,1321.91,Até R$ 2.640,S,2018-06-29
1597,15,Ana Nascimento,282.964.574-23,2011-07-12,M,Superior,3476.97,De R$ 2.641 a R$ 4.400,S,2018-09-17
1598,15,João Ferreira,332.936.982-66,1967-04-03,M,Médio,6182.23,De R$ 4.401 a R$ 8.000,S,2018-06-11
1599,15,Felipe Nascimento,421.796.115-10,1962-12-11,F,Superior,4129.1,De R$ 2.641 a R$ 4.400,S,2018-10-07
1600,15,Diego Ferreira,815.400.332-92,2011-06-30,M,Pós-graduação,6453.49,De R$ 4.401 a R$ 8.000,N,2018-10-29
1601,15,Felipe Ferreira,234.709.363-45,2009-10-27,F,Fundamental,4926.21,De R$ 4.401 a R$ 8.000,N,2018-06-22
1602,15,Bruno Lima,924.418.930-78,2006-03-04,M,Médio,7465.01,De R$ 4.401 a R$ 8.000,S,2018-06-09
1603,15,Fernanda Ferreira,893.674.779-88,1983-02-17,F,Médio,3192.49,De R$ 2.641 a R$ 4.400,S,2018-06-17
1604,15,Beatriz Ferreira,548.362.636-40,2002-01-04,F,Médio,7225.29,De R$ 4.401 a R$ 8.000,N,2018-10-13
1605,15,Juliana Alves,545.139.863-64,1965-06-04,F,Médio,3720.55,De R$ 2.641 a R$ 4.400,S,2018-08-03
1606,15,Larissa Lima,660.410.281-50,1986-11-16,M,Pós-graduação,7502.83,De R$ 4.401 a R$ 8.000,N,2018-09-11
1607,15,Amanda Ferreira,154.556.935-66,1972-05-15,F,Fundamental,4689.38,De R$ 4.401 a R$ 8.000,N,2018-08-31
1608,15,Marcos Santos,472.506.263-36,2000-04-12,M,Fundamental,5263.1,De R$ 4.401 a R$ 8.000,S,2018-10-16
1609,15,Amanda Santos,143.605.744-99,1989-11-25,F,Fundamental,7296.66,De R$ 4.401 a R$ 8.000,S,2018-07-29
1610,15,Carlos Rodrigues,897.619.497-22,1968-12-11,M,Médio,7647.5,De R$ 4.401 a R$ 8.000,N,2018-08-14
1611,15,João Oliveira,272.749.124-61,1999-12-09,F,Médio,5710.24,De R$ 4.401 a R$ 8.000,N,2018-08-07
1612,15,Ana Santos,782.238.286-66,1967-06-17,F,Superior,5714.63,De R$ 4.401 a R$ 8.000,S,2018-06-02
1613,15,João Santos,427.213.445-37,1974-03-02,M,Superior,6991.51,De R$ 4.401 a R$ 8.000,N,2018-09-20
1614,15,Pedro Silva,954.604.202-66,1990-06-26,M,Médio,1030.33,Até R$ 2.640,N,2018-10-30
1615,15,Marcos Nascimento,790.474.759-13,2009-05-29,M,Fundamental,1156.53,Até R$ 2.640,S,2018-06-02
1616,15,Rafael Lima,411.891.838-11,1995-03-25,M,Fundamental,2872.49,De R$ 2.641 a R$ 4.400,S,2018-08-10
1617,15,João Lima,538.146.618-88,1991-03-29,F,Fundamental,1707.61,Até R$ 2.640,S,2018-10-16
1618,15,Carlos Lima,769.444.730-88,1986-11-26,M,Superior,5313.4,De R$ 4.401 a R$ 8.000,N,2018-08-01
1619,15,Amanda Oliveira,146.470.497-19,1993-07-14,M,Fundamental,5739.38,De R$ 4.401 a R$ 8.000,N,2018-10-02
1620,15,Ana Silva,507.684.538-80,2011-01-30,M,Fundamental,7572.11,De R$ 4.401 a R$ 8.000,N,2018-09-20
1621,15,Ricardo Rodrigues,612.373.811-97,2002-11-02,M,Médio,2691.93,De R$ 2.641 a R$ 4.400,S,2018-10-23
1622,15,Marcos Lima,121.102.502-72,1985-12-04,F,Pós-graduação,3008.65,De R$ 2.641 a R$ 4.400,S,2018-08-24
1623,15,Lucas Ferreira,948.111.174-73,1989-06-07,M,Pós-graduação,857.96,Até R$ 2.640,N,2018-08-04
1624,15,Lucas Souza,208.570.650-42,1971-08-31,M,Fundamental,7271.68,De R$ 4.401 a R$ 8.000,S,2018-11-16
1625,15,Fernanda Lima,908.326.415-52,2011-05-18,M,Fundamental,5857.69,De R$ 4.401 a R$ 8.000,S,2018-06-08
1626,15,Felipe Silva,464.350.105-91,2011-04-03,F,Superior,1086.8,Até R$ 2.640,S,2018-06-03
1627,15,Carlos Santos,493.502.554-38,1973-08-03,M,Fundamental,7182.07,De R$ 4.401 a R$ 8.000,N,2018-11-20
1628,15,Camila Ferreira,872.997.676-81,1990-01-04,F,Superior,7695.35,De R$ 4.401 a R$ 8.000,S,2018-06-22
1629,15,Vanessa Costa,419.271.504-15,1975-05-05,M,Médio,5072.62,De R$ 4.401 a R$ 8.000,N,2018-11-18
1630,15,Fernanda Rodrigues,478.462.633-33,1976-01-28,M,Superior,6540.84,De R$ 4.401 a R$ 8.000,N,2018-09-26
1631,15,Fernanda Silva,555.217.193-54,1962-03-19,M,Médio,5803.3,De R$ 4.401 a R$ 8.000,S,2018-07-16
1632,15,Lucas Santos,762.914.722-94,1976-12-16,M,Fundamental,3906.43,De R$ 2.641 a R$ 4.400,N,2018-10-12
1633,15,Bruno Silva,802.474.679-22,1971-03-03,F,Fundamental,4560.23,De R$ 4.401 a R$ 8.000,S,2018-10-06
1634,15,Marcos Ferreira,663.663.183-85,1999-03-01,F,Pós-graduação,2322.34,Até R$ 2.640,N,2018-07-12
1635,15,Larissa Silva,825.151.868-53,1968-06-13,M,Pós-graduação,3548.38,De R$ 2.641 a R$ 4.400,S,2018-06-17
1636,15,Rafael Oliveira,620.695.591-32,2009-02-12,F,Superior,7849.44,De R$ 4.401 a R$ 8.000,N,2018-06-13
1637,15,Fernanda Oliveira,839.872.588-30,1968-08-10,M,Fundamental,7967.09,De R$ 4.401 a R$ 8.000,S,2018-10-19
1638,15,Diego Oliveira,740.958.334-27,1979-03-06,M,Fundamental,5228.3,De R$ 4.401 a R$ 8.000,N,2018-06-22
1639,15,Juliana Lima,848.234.867-77,1984-11-20,M,Fundamental,2806.96,De R$ 2.641 a R$ 4.400,N,2018-08-31
1640,15,Beatriz Silva,789.229.853-90,2011-10-16,M,Médio,5137.59,De R$ 4.401 a R$ 8.000,S,2018-11-09
1641,15,Juliana Oliveira,324.972.234-26,1978-08-25,F,Pós-graduação,7846.46,De R$ 4.401 a R$ 8.000,N,2018-07-02
1642,15,Beatriz Silva,895.877.233-74,1969-04-05,M,Pós-graduação,2554.63,Até R$ 2.640,N,2018-06-12
1643,15,Beatriz Silva,798.944.158-54,1996-07-11,M,Pós-graduação,2624.95,Até R$ 2.640,N,2018-09-25
1644,15,Vanessa Santos,725.650.329-26,1991-12-04,M,Fundamental,3664.76,De R$ 2.641 a R$ 4.400,S,2018-10-31
1645,15,Maria Rodrigues,405.487.985-87,1968-01-16,M,Médio,3793.12,De R$ 2.641 a R$ 4.400,S,2018-06-30
1646,15,Diego Souza,168.734.496-60,1962-08-13,M,Médio,2698.43,De R$ 2.641 a R$ 4.400,S,2018-07-21
1647,15,Ana Alves,157.475.515-81,1970-08-19,F,Pós-graduação,3822.56,De R$ 2.641 a R$ 4.400,N,2018-09-25
1648,15,Patrícia Oliveira,186.684.624-60,1963-08-22,F,Superior,3558.79,De R$ 2.641 a R$ 4.400,S,2018-08-16
1649,15,Juliana Souza,771.137.551-65,2012-02-22,F,Médio,2865.97,De R$ 2.641 a R$ 4.400,N,2018-11-01
1650,15,Vanessa Costa,452.108.409-92,1976-11-30,F,Médio,5964.41,De R$ 4.401 a R$ 8.000,N,2018-07-18
1651,15,Patrícia Oliveira,544.954.220-21,1971-08-13,F,Médio,6894.87,De R$ 4.401 a R$ 8.000,N,2018-07-25
1652,15,Amanda Alves,812.428.372-96,1996-11-12,M,Fundamental,5591.35,De R$ 4.401 a R$ 8.000,S,2018-10-14
1653,15,Rafael Nascimento,200.857.737-62,2004-03-24,M,Médio,7633.83,De R$ 4.401 a R$ 8.000,N,2018-06-21
1654,15,Patrícia Souza,325.305.673-53,2013-11-24,M,Médio,4910.43,De R$ 4.401 a R$ 8.000,N,2018-09-25
1655,15,João Ferreira,644.341.330-41,1976-09-29,F,Médio,7200.54,De R$ 4.401 a R$ 8.000,S,2018-11-23
1656,15,Marcos Alves,611.515.128-57,1981-08-11,F,Superior,1358.35,Até R$ 2.640,N,2018-09-07
1657,15,Bruno Ferreira,915.564.511-85,2010-07-28,F,Superior,5661.0,De R$ 4.401 a R$ 8.000,S,2018-08-31
1658,15,Vanessa Rodrigues,977.377.502-59,1981-07-10,F,Fundamental,3943.42,De R$ 2.641 a R$ 4.400,N,2018-07-23
1659,15,Lucas Ferreira,392.478.122-78,1985-02-24,M,Superior,1710.61,Até R$ 2.640,N,2018-10-08
1660,15,Lucas Costa,710.246.430-57,1967-11-08,F,Pós-graduação,6666.31,De R$ 4.401 a R$ 8.000,N,2018-09-22
1661,15,Ricardo Silva,564.990.382-27,1976-04-20,M,Superior,1612.46,Até R$ 2.640,S,2018-08-07
1662,15,Pedro Silva,783.371.766-79,1976-04-16,M,Médio,3570.6,De R$ 2.641 a R$ 4.400,S,2018-09-14
1663,15,Amanda Souza,318.835.929-17,1970-06-09,F,Pós-graduação,2967.18,De R$ 2.641 a R$ 4.400,S,2018-11-15
1664,15,Ana Silva,646.761.802-25,2001-01-29,F,Superior,2427.24,Até R$ 2.640,S,2018-07-06
1665,15,Diego Rodrigues,194.670.387-50,1970-10-15,M,Médio,1371.69,Até R$ 2.640,N,2018-11-15
1666,15,Lucas Costa,617.916.571-43,1985-01-23,F,Pós-graduação,6121.7,De R$ 4.401 a R$ 8.000,S,2018-06-28
1667,15,Lucas Silva,808.641.520-53,2004-08-09,M,Médio,2196.77,Até R$ 2.640,N,2018-09-26
1668,15,Felipe Costa,798.431.516-34,2000-08-20,M,Pós-graduação,1750.81,Até R$ 2.640,S,2018-06-28
1669,15,João Ferreira,934.256.933-66,1984-12-31,M,Fundamental,7359.39,De R$ 4.401 a R$ 8.000,N,2018-08-22
1670,15,João Silva,125.255.595-97,2006-07-29,M,Médio,5539.65,De R$ 4.401 a R$ 8.000,S,2018-08-18
1671,15,Beatriz Santos,535.127.718-48,1976-09-17,M,Fundamental,3102.48,De R$ 2.641 a R$ 4.400,S,2018-09-09
1672,15,Maria Rodrigues,268.135.303-25,2007-06-20,M,Pós-graduação,6604.09,De R$ 4.401 a R$ 8.000,N,2018-08-28
1673,15,Patrícia Oliveira,838.127.715-92,1973-10-30,M,Pós-graduação,4530.3,De R$ 4.401 a R$ 8.000,S,2018-08-27
1674,15,Rafael Ferreira,947.980.775-97,1971-06-20,M,Médio,5977.78,De R$ 4.401 a R$ 8.000,S,2018-07-13
1675,15,Camila Lima,816.730.294-76,1973-07-11,M,Fundamental,5407.54,De R$ 4.401 a R$ 8.000,N,2018-09-01
1676,15,Ricardo Ferreira,330.232.332-64,2002-06-30,F,Fundamental,5776.57,De R$ 4.401 a R$ 8.000,N,2018-06-08
1677,15,João Alves,570.146.623-33,2002-02-14,F,Pós-graduação,3659.09,De R$ 2.641 a R$ 4.400,S,2018-10-07
1678,15,Beatriz Costa,139.201.114-72,1974-03-18,M,Médio,6774.31,De R$ 4.401 a R$ 8.000,N,2018-06-25
1679,15,Diego Lima,671.794.673-90,1991-10-12,M,Fundamental,5442.6,De R$ 4.401 a R$ 8.000,N,2018-11-17
1680,15,Juliana Alves,980.364.898-61,1999-01-01,F,Médio,7445.91,De R$ 4.401 a R$ 8.000,N,2018-09-21
1681,15,Beatriz Lima,807.256.245-30,1983-07-25,M,Fundamental,1743.37,Até R$ 2.640,N,2018-08-03
1682,15,Vanessa Oliveira,834.935.780-97,1973-10-24,M,Médio,3291.96,De R$ 2.641 a R$ 4.400,N,2018-09-11
1683,15,Rafael Ferreira,316.480.771-16,1965-02-16,F,Médio,3514.59,De R$ 2.641 a R$ 4.400,N,2018-08-01
1684,15,Carlos Alves,156.378.506-97,1965-12-24,F,Superior,6956.6,De R$ 4.401 a R$ 8.000,S,2018-07-30
1685,15,Amanda Lima,977.672.412-25,1960-07-25,F,Médio,4296.08,De R$ 2.641 a R$ 4.400,S,2018-11-15
1686,15,Patrícia Oliveira,510.776.158-75,1966-06-08,F,Pós-graduação,2382.21,Até R$ 2.640,S,2018-10-24
1687,15,Patrícia Santos,421.848.383-70,2002-06-25,M,Superior,5529.33,De R$ 4.401 a R$ 8.000,N,2018-08-03
1688,15,Lucas Santos,477.188.538-44,2011-01-07,M,Fundamental,1323.59,Até R$ 2.640,N,2018-08-23
1689,15,Vanessa Santos,690.838.484-85,1998-06-03,M,Superior,2755.66,De R$ 2.641 a R$ 4.400,N,2018-10-18
1690,15,Lucas Silva,588.922.100-27,2004-07-22,M,Superior,3375.82,De R$ 2.641 a R$ 4.400,S,2018-09-19
1691,15,Maria Nascimento,987.767.608-22,1974-03-15,M,Fundamental,5599.98,De R$ 4.401 a R$ 8.000,S,2018-08-17
1692,15,Vanessa Lima,869.833.540-89,1966-07-29,F,Pós-graduação,7573.77,De R$ 4.401 a R$ 8.000,N,2018-09-11
1693,15,Larissa Rodrigues,320.175.268-64,1963-04-05,F,Pós-graduação,4878.04,De R$ 4.401 a R$ 8.000,S,2018-06-20
1694,15,Lucas Oliveira,548.767.498-96,2014-01-01,M,Pós-graduação,7892.65,De R$ 4.401 a R$ 8.000,N,2018-11-25
1695,15,Diego Nascimento,586.764.657-63,2011-09-29,F,Médio,7739.61,De R$ 4.401 a R$ 8.000,S,2018-11-08
1696,15,Pedro Lima,218.717.193-90,2011-04-15,F,Superior,7280.79,De R$ 4.401 a R$ 8.000,N,2018-07-18
1697,15,Vanessa Ferreira,286.338.227-28,1962-10-08,M,Médio,7667.45,De R$ 4.401 a R$ 8.000,S,2018-10-28
1698,15,Ana Ferreira,597.926.487-44,1966-03-19,F,Pós-graduação,3334.2,De R$ 2.641 a R$ 4.400,N,2018-09-30
1699,15,Ana Oliveira,530.674.575-60,1960-08-13,F,Superior,5918.96,De R$ 4.401 a R$ 8.000,N,2018-10-05
1700,15,Camila Nascimento,560.416.191-63,1995-12-20,M,Pós-graduação,2943.76,De R$ 2.641 a R$ 4.400,N,2018-09-17
1701,15,Amanda Silva,123.516.350-55,1963-01-11,F,Médio,2649.91,De R$ 2.641 a R$ 4.400,N,2018-07-20
1702,15,Patrícia Souza,678.536.731-33,1963-05-18,F,Pós-graduação,5039.82,De R$ 4.401 a R$ 8.000,S,2018-06-28
